"","year","habitat","acari","amphinem","anchytar","baetis","beloneur","ceratopog","chironomid","copepod","corduleg","dicranota","diplosp","dixa","dolicho","dolophil","ectopria","elmid","empid","epeorus","fattigia","hexatomasp","hydroptila","isoperla","lanthus","lepidos","leptotars","leuctra","limonia","lipsothrix","lype","malirekus","molann","molophilus","nematoda","neophylax","nr.pedicia","nymphom","oligo","ormosia","paralepto","parapsyche","pediciaA","pelto","pgoera","pilaria","psilotreta","pslimnoph","pycno","rhabdom","rhyacoph","sciara","serratella","simulium","soyedina","sphaerid","stenonema","sweltsa","syrphid","tanypod","tipula","turbell","wormsp"
"1",1993,"BC",5.83362143619563,1.83204341679115,1.36640461280423,0.321845364108479,93.933081642354,100.388949352813,84.1797617882689,14.1888911873826,95.5734230391844,4.80310556302593,67.7293508031157,0.298839476511907,0.598918410261943,0.623814842344669,0.293686413940975,0.302610065643815,8.67181948409381,0.293310088099038,59.1314352276145,84.2387494109464,0.284535460125302,9.70127383301988,147.793097476277,4.44718902838275,0.288086725516189,20.0454393036174,0.393631749437618,0.288761087201635,7.05743169488777,0.276653592041018,2.28845684006604,46.9020618793486,8.26026179586681,0.479407042943081,23.5407306148072,0.287826868041278,176.605217003145,0.287254575627399,8.25321629158253,19.6648867763372,1.5072720060367,70.5568792760601,1.59293547639025,0.444979239744835,6.14060400653278,0.643723747448489,241.47996263219,0.290853449157087,9.9156572541295,3.35161830432082,6.5278551522086,0.284845023747122,0.333292793007585,9.24842333641274,23.1857839603434,0.540286011738779,0.275006001803419,4.18092894013397,245.679388252097,0.282934836047773,1.16867736999714
"2",1994,"BC",6.6763908795872,0.661410499478192,0.415993307275521,0.281730322195236,88.6080514053364,112.575442654894,58.9300249938429,26.3056008174648,236.409212312141,3.95707605212725,14.2500642695847,0.395149105324759,1.23048226390778,0.362763591127398,1.40120940596599,0.287996585532033,1.12618075731676,0.288234358369783,55.2533580313541,60.7703518926923,0.280131144853941,12.6169871497156,177.091536369368,42.7466500029323,0.282269352120974,39.4410046261834,0.286602404020364,15.2325767705783,6.69578839472067,0.28589943671852,1.821377620773,38.8036933737474,9.61687859971641,0.301517529282447,27.2180371239252,0.286961742133164,80.6832936764688,0.285910335246359,10.7309253615536,0.280363167357234,2.41532207392726,117.165260776192,1.57238085253829,0.34592331199442,16.5310458533682,0.300975786948092,95.2821458389518,0.314316997929278,31.1610380120983,1.31480508854961,12.1196993829346,0.283457824690308,13.6408762205215,9.03108582382344,26.5431559727587,0.343837031475673,0.298774776847262,8.56284642071188,178.288996202392,0.296870871712978,1.5819125754262
"3",1995,"BC",2.26026686583017,2.7229875897483,5.1284253825935,0.296960714428787,228.838369081409,162.349515835191,97.88342521026,39.4426690790961,84.6258126225008,11.787336571548,19.9393370411742,0.315142668861471,2.58038827219222,9.53942284264795,0.757675130023386,0.279154834679486,0.8624814319844,0.58913926258338,36.5012345291512,121.532395372722,0.277641285541399,20.2420357078017,251.789171131347,53.4852370607171,25.1877916775521,60.3143121196311,0.342408685891688,5.34869669471719,4.14028738537027,0.302810485979489,7.86270714659168,53.2749086228786,8.11220614092978,0.286059655578782,78.7724845496064,0.283701986444929,49.9883169296644,0.353350360722483,7.55141374846265,0.304232742741241,2.2723338628658,102.210730289881,14.4423524431621,0.345589514048846,45.093940508332,0.288410962398505,151.883166070602,0.294730822360717,15.3515930109735,20.9881208264092,0.287667821616367,0.419821783109546,0.296662163764946,15.2018255723457,34.1263965308393,0.389940096573671,0.297078082743017,9.55374106094003,197.110468308352,0.317384248462915,1.42008286800144
"4",1996,"BC",4.07582783716141,6.40814760731742,5.6592136996185,0.287949042010608,150.003847272432,180.846683970427,99.2214725237143,29.344681268119,184.291720028453,15.6660585774693,14.4529245932658,1.22766399410067,8.92105682667888,0.433010938431179,0.386331449377354,0.284208949360752,0.393727957078012,0.289914673987237,107.522380985866,131.025399405181,0.2865002225584,4.55058928687434,178.34354112777,66.01133962965,327.809592701239,28.7829755890431,7.53448578832411,44.2712463337686,5.89531899349464,0.291829324364225,0.320435567497496,74.8738696649828,13.5445420935582,0.277715408885076,48.4740267316317,0.283191581506937,77.6995164831859,0.287443941866029,7.03762137314908,1.51205418784289,31.1354346567719,87.0030396783281,0.420603875387315,2.5072376029115,41.2193534929613,0.299707889080894,131.014868425871,0.286691169730959,18.6634708911036,18.3452009894277,0.286733148275659,0.295021136267702,0.307926698806397,4.61059775286571,28.8805313603959,0.668054774443168,0.285531496253721,5.11747029591772,384.9315719081,0.337072662250127,8.68243739937568
"5",1997,"BC",8.2533360086701,3.74291292056282,2.59989552272486,0.302543794820337,107.970431167873,103.792249281623,138.694167414866,33.4026627586853,145.222000366861,16.3008838039581,25.8831000667592,0.388974693680935,2.18218623283879,0.306195908419398,0.405791863764021,0.301819693171468,0.454913745219856,1.29226914133332,107.470928553557,100.095671984741,0.28112591485087,7.12165574011863,132.308303834626,14.1584038921537,17.7881616051124,34.1997065361076,0.354244990247842,3.57882207730622,15.5243183167371,0.480728698505545,0.316721303293217,48.0913776812278,14.7609371218241,0.313062537956287,54.3232676181674,0.284892217945605,69.3793861102385,0.433295506885676,9.23280864614991,0.367179273780524,0.287818355337757,42.3654888431711,1.34547734384316,0.334997273672398,1.00202578615532,0.639746766676587,122.186960140729,0.678232858377972,15.4528048148104,4.43278388494818,0.324770903026348,0.297421856410502,0.283152742155782,6.47098050043883,26.2176082286279,0.482713690945702,0.340003185812317,12.3009457526555,229.948870650628,1.61805341570668,0.498223225170272
"6",1998,"BC",9.46674158825639,1.63447263348956,7.81813340261825,0.287383154179826,47.4628076275124,85.5288244532539,162.507501776956,21.0071022897106,75.6928683406382,14.4271510726703,40.4029483070221,0.299183005788715,4.04722639818464,4.31391403843303,0.496109816867224,0.277404270931444,0.572422138844653,0.370377437655256,85.9102985138126,111.345083278743,0.293459595144211,1.56403593759391,103.20222562927,16.5255092874311,53.2075225436174,24.8128119961412,0.887781297027352,2.26292474229805,13.2410122923985,0.288195938060803,0.300495918140645,90.1510567167721,12.3404622878651,0.279604621033304,36.8299806837452,0.287248846628533,129.426212810231,0.287209669995948,2.09444481919353,2.37871162313355,6.94451026638297,53.257478282721,0.302719222582513,0.476420112886392,8.53115824949432,0.298901886893337,47.3132650775563,0.292043508635466,7.55500881627318,2.05599275769491,0.368083861073096,0.596300045694897,0.311617870294039,1.1560155435679,9.08481851185439,0.407762131153688,0.290611843054644,2.3121539201162,116.904228121235,0.600856627676267,0.677551094452864
"7",1999,"BC",6.00517905871243,0.519054003552705,1.03166131299143,0.286902240524155,33.3040078837526,131.517711321236,92.2088626137247,22.8189629308881,98.7834079333418,17.0197823433192,10.5903659792944,0.373566339989483,8.31579340939406,0.355111446772955,0.729113865549013,0.285530179618799,0.682080646517808,6.70895925330061,157.932871601576,81.6327206302463,0.281469055538413,7.14970040241145,115.091622680405,19.1776979316045,106.581708068758,49.1926300801042,0.427379713375428,0.561282714621773,2.63149572731502,0.32716855075808,0.284751389076337,63.5070707360084,11.2103400625887,0.290687944579879,14.4441058987669,0.287124308089822,79.5131599000057,0.369302209569289,5.16202719795501,0.395377683238487,27.7967358923119,92.1828259739379,0.428271730307831,0.30647575540147,9.77229593154667,2.98709864636632,63.3114691942798,0.317303175949422,11.6369144735692,10.9934961145492,0.282094067847119,0.334531067893599,0.307429449275002,2.04865884326093,14.0336842839613,0.33838336836617,0.288356795055724,2.74337871461803,220.268411982655,0.32816207095114,0.354684278488811
"8",2000,"BC",12.582286907142,9.4697215899789,6.0906525745646,0.289653151796497,77.1144771234788,233.119428018516,134.155149442018,33.6449076443731,190.737601765779,9.87610587018093,21.314031198088,0.550799003194476,12.8016079593459,1.33109891182509,0.49910686624681,0.308844806108244,0.408644504064375,0.570925984506709,74.2794053156,105.77443792249,4.68118565575733,3.38527331816363,256.0251520643,46.1092549521158,103.835638156677,72.8049349443708,0.335445071267347,4.6588521617884,11.346348111866,0.285041973392154,0.277130019222751,59.8733015562848,12.0955149432222,0.288080347100509,13.8943237027111,0.284821411676333,101.633613213808,3.71712387647708,14.690094858642,0.416841993561982,38.2240650048409,127.077997717742,0.286386807450816,0.275311315890198,5.92361805693998,4.23724610763469,33.9789279307878,0.64772774759147,16.4254753332839,8.40375609748442,1.81122601601243,0.287433612598109,0.277355549439215,3.36513798681785,21.0796023092014,0.729088707845627,0.289477733057294,11.7744125402557,189.662804661283,1.2944695190387,4.19650907376072
"9",2001,"BC",4.09027011995773,0.657240605218297,3.70223180028542,0.285878308139914,74.5692829602758,144.331515859427,82.8427410178218,16.2806590345869,87.6152237305011,3.18747382577041,15.3081241226097,0.831863943622721,4.76890079828371,0.279330606779886,0.360050138352241,0.287321583369093,0.577699773046017,0.274677364106405,132.545098366682,108.246729915698,0.37354082706133,7.31860122345238,185.319685859328,38.6495795648565,161.976573753885,40.4334092693336,4.7906306748726,0.311983321505054,6.40043572400867,0.285185934165581,0.282586727688499,32.5299904822555,12.029408689556,0.296679609756559,34.6875493785114,0.291140567138173,99.2508152773118,1.12402727478288,0.362876100552016,0.325902999463466,25.4449919405051,161.077238466061,0.30105715426761,0.295397337489634,8.81227651931165,13.1782740401271,95.3872008975091,0.339708683850215,14.9490002837052,7.39260627500638,0.323701633506737,0.286463335076629,0.474686710196167,0.838146954232402,11.0609409039455,0.366667629351671,0.279637940961462,5.10556699048018,234.029758799536,0.307235189313141,5.46378442041825
"10",2002,"BC",4.75370047453884,4.13128043065654,10.1186478641038,0.288986486830972,127.800485725745,153.856945183726,97.450969354727,20.4165756367018,66.1397767818609,2.00658863755494,17.3610146212937,1.28457963201974,5.56703259156535,0.280526127358893,0.979069213616303,0.320436186980877,0.738072131425224,0.285573747861313,132.922246855319,88.7672998730359,4.70381898884896,1.4501952487271,160.274499394638,75.153427714472,0.284859547319929,54.5809893812112,5.01054428281851,0.286484780358209,3.83229375909347,0.280792698082036,0.286825647540865,38.3168772047829,10.5271152401307,0.27077252785685,30.1190042377001,0.285122385472217,84.9432328625668,0.820801282615304,6.57750827074102,0.297687509534521,41.8876673779291,172.692086446906,0.310144274695836,0.279532515601841,4.38921858643681,22.482700900551,86.1957231348334,0.28437764292299,11.9160900740071,6.33273797533032,0.297863872860394,0.299497979252549,7.48960839255729,6.47225156864192,17.730610187189,0.90844020181365,0.280518240105065,6.08740173958505,266.005934787702,0.384294520304612,4.63423816039058
