"","year","habitat","acari","amphinem","anchytar","baetis","beloneur","ceratopog","chironomid","copepod","corduleg","dicranota","diplosp","dixa","dolicho","dolophil","ectopria","elmid","empid","epeorus","fattigia","hexatomasp","hydroptila","isoperla","lanthus","lepidos","leptotars","leuctra","limonia","lipsothrix","lype","malirekus","molann","molophilus","nematoda","neophylax","nr.pedicia","nymphom","oligo","ormosia","paralepto","parapsyche","pediciaA","pelto","pgoera","pilaria","psilotreta","pslimnoph","pycno","rhabdom","rhyacoph","sciara","serratella","simulium","soyedina","sphaerid","stenonema","sweltsa","syrphid","tanypod","tipula","turbell","wormsp"
"1",1993,"BC",2414.46900930616,11.1800145902036,1.94117892400144,3.32809255620009,49.9217150020052,2105.88973166568,23788.7522813032,14418.1468943939,36.3884778770668,69.5875005401814,173.411531901553,3.37596156844538,0.755823913551463,17.0402838951035,1.01878626064368,14.3362194428833,259.902437771275,0.283117152351413,72.3784985031241,352.085146086913,0.284521312222267,38.4337173066764,26.2859958393412,17.515637217307,0.28317449807076,495.110682522179,9.05061622000683,10.1059386557716,71.8293516335375,16.4950665452592,23.3104435622165,220.325974617012,11370.9796657211,21.7404639583063,40.0150240365015,0.292994268992335,3906.30531487202,0.282234027170885,65.4384602579255,0.565801500845608,0.738254541733204,416.00678804572,21.1854899621018,0.440289543100546,18.0316032898799,1.0311040956139,62.4693221737852,0.278357139661151,97.3787273162001,63.5145851264865,8.48249353910073,0.295014359340514,16.4870433204948,83.8391945788075,11.1617342037836,57.236430901365,0.278594895424663,1194.97996576153,33.7706331347847,4.65040271646565,7.18244759344274
"2",1994,"BC",2706.45287751363,33.7676751895559,0.75267265984797,0.284839874276613,91.1319696456623,3606.03494771853,25923.2036591089,26430.3986837588,94.7722020955225,114.021120611471,166.634526567955,114.067952961522,5.52667610748107,0.35105657492318,27.4786330130877,7.9416686990062,583.322596527296,0.285765705616591,43.1827173567556,558.345139307048,0.288057190080089,189.044928136168,55.1686178891514,499.460227846751,0.283301497895947,599.472661722568,0.276917963877269,5.5819222371914,75.9678387682748,2.59479737254784,21.1780928498152,139.5557627973,13110.865876492,4.94993623652097,65.0307329891239,0.287425665711565,4268.20597031597,0.440929511422643,100.370964928764,0.286873584428797,1.42459031034692,424.9683790042,12.2544191968826,0.441048343143938,10.6279331483494,3.3384704576063,286.423453146665,0.565400505685488,57.7399425863999,70.2777850645702,19.6145526792653,0.343305772848918,112.48085866094,82.2138209742231,46.823114858464,15.4375485906406,0.353211651329121,1884.25992377474,38.9728941993661,9.56899003194197,4.89187576481924
"3",1995,"BC",1462.83948991043,58.2993182788832,26.0876944313187,0.292147671945172,124.289859101672,3678.80317005292,39105.1192301951,39524.8451145433,15.9516952443042,101.029174553083,65.0691637143318,49.9320494986038,25.4184299337166,2.54775561334574,1.00164465071211,0.276903822883145,111.806978484696,0.448037918828294,41.5732225625116,620.682680498927,0.290826456564953,82.2594967505749,66.6331010261591,864.231256705025,0.574157795821853,1009.24608001158,0.427927203525174,1.39471844085474,95.8188868366727,37.4300589095181,49.3932782938,457.431812399652,11203.9090926782,0.286769119030448,32.2170343376104,0.280866646763725,3780.36071465756,0.349958226828738,178.819371912842,0.457374890736924,4.87246847126905,308.850391886707,42.1162707075145,2.61516200506945,26.9646718355705,0.290059321891344,157.62631984179,0.279897933035109,35.5436167491417,331.404366385539,0.284994810974452,39.6914798316066,0.358323305848649,183.288446944524,103.107166680486,12.3968058581994,0.29024776343495,2128.88356769968,62.9599273323504,6.82746965855612,23.2860562786252
"4",1996,"BC",1933.93218650802,164.629864543925,48.7688339320866,0.703520464952821,145.364789230825,4861.17439510485,30747.0431056598,29431.0553955976,26.4472629988453,82.2443535731238,45.4021074252789,160.5264258635,21.1871473754302,0.427933497034337,0.95619226422995,0.279693080375174,69.0171008673416,0.359755043834432,90.485923172228,1091.31439243771,0.283801989031627,133.529570936062,98.0701809115411,1320.26613857482,4.1918051195447,993.439200402951,12.2505013414031,14.9106574752865,75.8546520886718,0.287250806450243,0.560035083027256,364.003554592792,14791.5197703193,0.282253675643926,116.938113896013,0.279409893926852,3801.03926300716,0.277213542736722,52.4112042925171,0.442428955306555,18.0964660790363,722.696455065899,55.5180324978947,75.6302715445808,12.7914784856779,0.288231277353804,181.544419930505,0.295833357309771,87.6275421529558,635.387825382151,0.764270662043324,0.2842926389075,9.02367045667911,243.905004607634,72.3420548073278,8.72578045538625,0.289485468303358,955.463183988785,80.7539116207045,19.1139263994483,51.9065785670582
"5",1997,"BC",3249.57734613301,143.19392792325,4.10729840212706,0.745602192633356,31.1305843964466,2195.7070983625,35665.662462429,33507.2506517364,17.5328474693791,45.2645454124071,86.9848272552636,177.593093141499,2.6031848488193,0.339892474076467,1.03325560554768,7.89046808778301,44.5990973407094,0.773721754986817,125.472081522879,585.224334008914,0.283136021548542,135.904275983956,34.77981215364,272.797271772116,0.422797377075571,1634.07686793947,4.84570580240089,1.02233255193968,136.415276994885,0.428761425779576,0.350505913648657,227.987467096482,17899.2878443279,27.387303248929,69.2200417300468,0.29363058329634,10817.3311131265,0.569933354872437,50.480179298172,9.57242580616129,0.41676746065892,132.311981680003,11.760498238052,7.35939596215208,11.7211165154412,1.40854160216933,87.975314776418,4.90995478382169,61.9064113611697,227.571681781699,2.60847903515809,0.443025673465019,0.340298903528785,70.7922607547154,71.3133754517308,15.4217753244501,0.561092629772147,1705.05721651834,34.3019171327201,376.057049866547,20.1648568025124
"6",1998,"BC",3680.50395796884,92.1363491410168,9.03359545297467,8.46697169896676,24.3676135296484,2605.15349515045,39112.5110881523,21156.2671620467,11.6855582441453,101.843853579658,264.120197266213,115.191693032895,13.2692490555357,1.01183001119322,8.47433181543028,0.290953083957991,248.168502989007,5.59195350919744,118.397053040022,882.712329862151,0.287887363083873,147.833043096811,36.3849507776149,253.531773392213,17.4984911172985,1112.03469236193,51.0028074621613,0.736017201842061,160.200752729036,16.4745973039119,0.34575192118179,573.676745839946,13213.2410721853,0.434281046090088,46.2959033284713,2.58133876933827,6264.50209713754,0.287007438007642,102.243218369443,19.4424070324839,0.554673350690519,585.111637775547,16.1493060918063,19.8059126455584,1.94693298497438,0.294429407806954,86.9318468563285,0.280692581714232,61.959370667858,50.4629519946897,56.6060309004149,37.4231173848718,4.25355251274237,46.9707457831057,46.5969671757906,55.1648102829364,0.278167106221498,1072.13171816384,55.1291727486389,259.200146528229,71.8208501873647
"7",1999,"BC",2485.22551221472,107.271562848073,6.80610971879572,0.281940928915487,32.0320358709438,4409.82832058772,38594.6469504795,22989.5801638886,63.0050849812376,31.6834664255533,300.689121658662,332.308427519366,9.56717143221006,0.356008684747022,6.76575381940229,0.283448773804373,370.132163425583,0.435512548306476,122.39412729962,864.74205622408,0.280975763774622,310.225554147745,42.1054007152021,196.333785413161,12.2479037535384,918.188506760282,0.586439928207521,0.441311993118155,64.0253856188198,0.360990264647133,0.296099389947948,554.525400413594,14752.3732593034,0.286022668469066,78.0944595446239,0.290192020390069,6518.79167532118,1.95127272901251,210.381009419593,67.6553629549369,7.93308733936388,785.03939655852,1.03278390838114,1.05848054478501,35.3288130316126,4.88411137865013,322.533266692217,0.353232888620709,157.785466794094,546.573636291112,0.288614345673662,10.6250886182631,2.53002227840167,62.4444325584654,86.4137646278613,17.5348290663409,0.292260102060778,3765.43385898135,30.7907541720138,37.4268679391872,1.94172715335772
"8",2000,"BC",4819.94834252319,210.729501880656,22.7826019061866,0.277347379345829,95.283126047629,7052.22946359073,50930.5404374707,33731.9160324977,31.6917444618195,276.582143645805,429.813005263009,272.514294898315,46.2863320864171,0.361882239284228,10.0977947169288,33.2643583266695,93.2009891968386,34.3056107402519,63.4940445182701,1048.22229491158,33.2532666087604,153.621981385808,88.5052004122668,592.166814247275,7.34880939792042,1538.8122390865,0.431585425358882,1.93182565707623,257.617203167535,0.275949504375977,0.274795133754511,445.463647131039,13589.2030150656,0.341065680904055,78.0618882458133,0.288789600428795,7019.95794858514,37.4337085172238,264.955856600366,0.346402367591918,7.91604036215486,1573.97077451943,0.567202459669212,0.286435994615331,14.5242209015191,48.4155856979392,91.4356854442386,1.02885218002728,304.682221391711,410.389388022415,129.139856460184,33.7899416735035,0.297481385666049,30.1075052401338,128.8032127075,137.526985338825,0.344362531836509,5434.66942239704,45.2419239134426,364.404007270939,141.127295092753
"9",2001,"BC",1936.75367039062,49.2552369881349,2.62131383291312,0.287046398760266,19.6345059791002,4171.48323531921,32078.8593974456,16440.9620687837,86.0707574008447,84.5370419669565,184.03073954873,106.907493936475,6.73052749295956,0.288749353314153,4.95973673116177,0.275253749320835,153.444391085706,0.299159624237222,94.7896297508815,596.617842069925,2.58683249243133,147.278377748742,61.929222153937,606.930170557333,0.553746470960501,1271.15313660654,11.1826082743068,0.343494234943697,57.7530972522421,0.288086494304183,0.278403600833881,189.175915132909,11116.6777470196,0.339200817464205,5.53024929797965,0.269101733900827,5018.56119542726,1.39809337896518,58.9857197970546,0.353626729747817,9.94378558094257,573.355180573949,17.2145482559356,0.344876438545403,1.01997413394585,89.0266818036595,317.511951662314,0.347354674089721,47.2351479340991,258.992205035399,33.2151289588726,7.94756270966328,4.13223584365346,23.3222714598391,44.2162053513616,7.25963153735404,0.274242073916455,1584.77481097392,55.1210262108161,48.5497452564571,50.2009290421304
"10",2002,"BC",2112.13348726432,184.633484926889,12.7694546277898,16.4570193455224,50.1434007354953,3699.94793976444,32138.9670814238,20535.2931255405,23.4868307443205,82.8821228762167,228.646582502515,204.812311964174,10.6591949907043,0.298765064937814,6.87758719165596,0.777150045809693,97.195219207837,0.28092144518729,140.258647175064,547.135978047523,33.2411405936578,38.3705317618416,60.3770060048078,607.432121037763,0.299178982127853,1448.24580698596,8.45813715992434,0.286804767332568,47.6766577231997,0.28479990830804,0.285006669670737,202.608791462267,10674.2442680622,0.288059765791701,69.537629262087,0.286268578167422,4081.66007907965,0.574955246180823,74.3531276545884,0.439272974416625,3.63869245464498,612.067074474331,0.747320958708626,0.288009294156722,3.35973348008272,155.363201631502,261.820734374427,0.28306159094386,85.654596727675,129.222245080694,1.99943899455791,7.9256764665456,47.3569645453876,31.537516999907,41.4322923238023,2.5695635157194,0.29287508327286,1430.12203901414,65.3887350432565,44.9496053961595,97.1976820558749
